i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
5842,2000,Peten,1,1,1,1,0,1,0,1,0,0,1,1,0,0,2.079441542,0
5843,2000,Peten,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1.791759469,0
5844,2000,Peten,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1.791759469,0
5845,2000,Peten,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1.386294361,0
5846,2000,Peten,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1.791759469,0
5847,2000,Peten,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1.945910149,0
5848,2000,Peten,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
5849,2000,Peten,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5850,2000,Peten,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1.791759469,0
5851,2000,Peten,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1.791759469,0
5852,2000,Peten,1,0,2,0,1,1,1,0,2,2,1,1,0,0,2.48490665,0
5853,2000,Peten,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1.609437912,0
5854,2000,Peten,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1.098612289,0
5855,2000,Peten,0,2,0,0,0,1,0,1,0,3,2,1,1,0,2.397895273,0
5856,2000,Peten,0,0,0,0,0,0,1,1,2,3,0,0,1,1,2.197224577,0
5857,2000,Peten,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1.609437912,0
5858,2000,Peten,2,0,0,0,2,0,2,2,0,1,1,1,1,1,2.564949357,1
5859,2000,Peten,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5860,2000,Peten,1,0,1,1,2,1,1,0,0,0,1,1,0,0,2.197224577,1
5861,2000,Peten,1,0,2,0,2,0,2,0,0,0,1,1,0,0,2.197224577,1
5862,2000,Peten,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469,1
5863,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,1
5864,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5865,2000,Peten,1,0,0,0,2,0,0,1,0,1,0,0,0,1,1.791759469,1
5866,2000,Peten,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1.791759469,1
5867,2000,Peten,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,1
5868,2000,Peten,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1.609437912,1
5869,2000,Peten,0,2,1,1,3,0,1,0,0,0,1,1,0,0,2.302585093,1
5870,2000,Peten,1,1,1,1,2,0,0,0,0,1,1,0,0,0,2.079441542,1
5871,2000,Peten,1,1,0,1,1,1,0,0,0,0,1,1,1,0,2.079441542,1
5872,2000,Peten,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6931471806,0
5873,2000,Peten,0,1,0,2,1,1,2,1,1,0,1,1,0,0,2.397895273,0
5874,2000,Peten,1,0,0,1,0,0,0,1,2,1,1,1,1,0,2.197224577,0
5875,2000,Peten,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1.945910149,0
5876,2000,Peten,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.386294361,0
5877,2000,Peten,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5878,2000,Peten,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1.386294361,0
5879,2000,Peten,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0
5880,2000,Peten,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
5881,2000,Peten,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,0
5882,2000,Peten,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1.609437912,0
5883,2000,Peten,1,1,0,0,0,1,2,1,0,1,0,1,1,0,2.197224577,0
5884,2000,Peten,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1.609437912,1
5885,2000,Peten,1,0,0,2,1,1,3,0,0,0,1,1,0,0,2.302585093,1
5886,2000,Peten,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1
5887,2000,Peten,1,1,2,0,1,0,0,0,1,1,0,0,0,0,1.945910149,1
5888,2000,Peten,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
5889,2000,Peten,1,1,2,0,0,2,0,0,0,1,1,0,0,0,2.079441542,1
5890,2000,Peten,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5891,2000,Peten,1,2,3,0,1,1,1,0,0,1,1,1,0,0,2.48490665,1
5892,2000,Peten,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,1
5893,2000,Peten,0,2,0,1,1,1,0,0,0,1,1,0,0,0,1.945910149,1
5894,2000,Peten,0,1,1,1,0,2,0,0,0,0,1,1,0,0,1.945910149,1
5895,2000,Peten,1,1,0,1,0,2,1,1,1,1,0,1,1,0,2.397895273,1
5896,2000,Peten,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1.609437912,1
5897,2000,Peten,2,1,0,0,0,0,1,1,1,1,0,1,1,0,2.197224577,1
5898,2000,Peten,1,0,1,1,1,0,0,2,0,0,1,1,0,0,2.079441542,1
5899,2000,Peten,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5900,2000,Peten,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1.609437912,1
5901,2000,Peten,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1.609437912,1
5902,2000,Peten,0,0,2,0,0,3,0,2,1,2,0,1,1,0,2.48490665,1
5903,2000,Peten,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,1
5904,2000,Peten,1,0,1,0,2,1,1,1,1,1,1,1,0,0,2.397895273,1
5905,2000,Peten,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361,1
5906,2000,Peten,0,1,0,1,2,0,1,0,1,0,0,1,1,0,2.079441542,1
5907,2000,Peten,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5908,2000,Peten,0,1,2,0,1,0,2,0,0,1,1,1,0,0,2.197224577,1
5909,2000,Peten,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1.386294361,1
5910,2000,Peten,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5911,2000,Peten,1,0,0,2,2,0,1,0,0,0,1,1,0,0,2.079441542,1
5912,2000,Peten,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5913,2000,Peten,1,0,1,2,1,1,1,0,0,0,1,1,0,0,2.197224577,1
5914,2000,Peten,0,0,1,0,3,0,0,0,0,0,1,1,0,0,1.791759469,1
5915,2000,Peten,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471806,1
5916,2000,Peten,1,0,2,0,2,0,0,0,0,0,0,1,0,1,1.945910149,1
5917,2000,Peten,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5918,2000,Peten,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1.791759469,1
5919,2000,Peten,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1.791759469,1
5920,2000,Peten,1,0,0,0,2,0,1,1,0,0,0,1,0,0,1.791759469,1
5921,2000,Peten,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912,1
5922,2000,Peten,0,0,1,0,2,0,1,0,1,0,0,0,1,1,1.945910149,1
5923,2000,Peten,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912,1
5924,2000,Peten,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1.945910149,1
5925,2000,Peten,0,0,0,1,2,0,0,0,3,0,0,1,1,0,2.079441542,1
5926,2000,Peten,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
5927,2000,Peten,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1.791759469,1
5928,2000,Peten,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1.609437912,1
5929,2000,Peten,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1.791759469,1
5930,2000,Peten,0,2,2,0,0,1,1,0,0,2,1,1,0,0,2.302585093,1
5931,2000,Peten,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1.791759469,1
5932,2000,Peten,1,1,1,1,1,0,0,2,0,1,0,1,1,0,2.302585093,1
5933,2000,Peten,1,0,0,0,0,1,1,2,1,0,1,1,0,0,2.079441542,1
5934,2000,Peten,2,0,1,0,1,0,1,0,0,1,0,0,1,1,2.079441542,1
5935,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
5936,2000,Peten,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1.609437912,1
5937,2000,Peten,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,1
5938,2000,Peten,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1.386294361,1
5939,2000,Peten,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
5940,2000,Peten,0,0,2,0,1,0,2,0,1,0,1,1,0,0,2.079441542,1
5941,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
5942,2000,Peten,0,0,0,1,2,0,3,2,1,1,1,0,0,0,2.397895273,1
5943,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
5944,2000,Peten,0,0,2,1,1,2,1,2,1,1,0,0,1,1,2.564949357,1
5945,2000,Peten,0,1,1,1,0,2,0,1,0,0,0,1,0,0,1.945910149,1
5946,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
5947,2000,Peten,0,0,1,0,1,0,2,0,0,0,0,0,1,1,1.791759469,1
5948,2000,Peten,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
5949,2000,Peten,1,1,1,1,0,2,0,1,0,0,1,1,0,0,2.197224577,1
5950,2000,Peten,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289,1
5951,2000,Peten,2,0,1,1,2,0,0,0,0,1,1,0,0,0,2.079441542,1
5952,2000,Peten,1,0,0,2,0,2,0,0,0,0,1,1,0,0,1.945910149,1
5953,2000,Peten,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1.945910149,1
5954,2000,Peten,0,1,2,0,0,1,0,1,0,0,1,1,0,0,1.945910149,1
5955,2000,Peten,2,0,1,1,1,1,1,1,2,0,0,1,1,0,2.48490665,1
5956,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5957,2000,Peten,0,1,0,1,1,0,2,1,0,0,1,1,0,0,2.079441542,1
5958,2000,Peten,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1.791759469,1
5959,2000,Peten,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469,1
5960,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5961,2000,Peten,0,1,2,0,0,2,0,0,0,0,1,1,0,0,1.945910149,1
5962,2000,Peten,1,0,0,1,0,3,0,0,2,0,0,1,1,0,2.197224577,1
5963,2000,Peten,2,0,1,1,0,3,0,0,0,1,1,0,0,0,2.197224577,1
5964,2000,Peten,1,1,2,0,2,0,0,0,0,1,1,0,0,0,2.079441542,1
5965,2000,Peten,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1
5966,2000,Peten,0,0,0,0,2,0,0,1,2,0,1,0,1,1,2.079441542,1
5967,2000,Peten,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469,1
5968,2000,Peten,1,1,0,2,2,0,3,1,1,0,1,1,0,0,2.564949357,1
5969,2000,Peten,1,1,1,2,0,2,0,0,0,1,1,0,0,0,2.197224577,1
5970,2000,Peten,0,2,2,1,1,0,1,0,1,0,1,1,0,0,2.302585093,1
5971,2000,Peten,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1.609437912,1
5972,2000,Peten,2,0,1,2,1,1,2,0,0,0,1,1,0,0,2.397895273,1
5973,2000,Peten,0,0,2,0,1,1,0,1,0,0,1,1,0,0,1.945910149,1
5974,2000,Peten,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912,1
5975,2000,Peten,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5976,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
5977,2000,Peten,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361,1
5978,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5979,2000,Peten,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5980,2000,Peten,1,0,1,1,2,0,0,0,0,0,0,1,0,0,1.791759469,1
5981,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,1
5982,2000,Peten,0,2,0,2,0,0,1,0,0,1,1,1,0,0,2.079441542,1
5983,2000,Peten,2,0,0,1,1,1,1,0,0,1,1,0,0,0,2.079441542,1
5984,2000,Peten,0,1,2,0,1,0,0,1,1,0,0,1,0,0,1.945910149,1
5985,2000,Peten,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1
5986,2000,Peten,1,0,1,1,1,1,1,1,0,0,0,1,1,0,2.197224577,1
5987,2000,Peten,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1.609437912,1
5988,2000,Peten,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5989,2000,Peten,0,2,0,1,2,1,0,0,0,0,1,1,0,1,2.197224577,1
5990,2000,Peten,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5991,2000,Peten,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1.386294361,1
5992,2000,Peten,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1.609437912,1
5993,2000,Peten,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1.791759469,1
5994,2000,Peten,1,0,3,0,2,0,2,1,0,0,1,1,1,0,2.48490665,1
5995,2000,Peten,0,2,2,0,1,0,2,0,0,0,1,1,0,0,2.197224577,0
5996,2000,Peten,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5997,2000,Peten,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1.609437912,0
5998,2000,Peten,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0
5999,2000,Peten,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,0
6000,2000,Peten,1,1,2,1,2,0,1,1,1,1,1,1,0,0,2.564949357,0
6001,2000,Peten,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1.945910149,0
6002,2000,Peten,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1.791759469,0
6003,2000,Peten,0,1,1,0,0,0,2,0,1,0,0,1,1,0,1.945910149,0
6004,2000,Peten,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1.609437912,0
6005,2000,Peten,0,1,0,2,0,0,0,0,0,1,0,0,1,0,1.609437912,0
6006,2000,Peten,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
6007,2000,Peten,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1.609437912,0
6008,2000,Peten,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1.791759469,0
6009,2000,Peten,0,2,2,1,1,0,0,0,1,1,0,0,0,0,2.079441542,0
6010,2000,Peten,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1.386294361,0
6011,2000,Peten,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1.791759469,0
6012,2000,Peten,0,0,0,2,0,2,0,0,0,0,1,1,0,0,1.791759469,0
6013,2000,Peten,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1.791759469,0
6014,2000,Peten,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289,0
6015,2000,Peten,0,1,0,2,0,1,0,0,0,1,1,0,0,0,1.791759469,0
6016,2000,Peten,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1.945910149,0
6017,2000,Peten,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1.609437912,0
6018,2000,Peten,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1.609437912,0
6019,2000,Peten,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0
6020,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0
6021,2000,Peten,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
6022,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6023,2000,Peten,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1.609437912,0
6024,2000,Peten,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.386294361,0
6025,2000,Peten,0,0,0,0,0,2,2,1,0,1,1,1,0,0,2.079441542,0
6026,2000,Peten,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1.945910149,0
6027,2000,Peten,1,0,2,0,1,0,0,0,0,3,0,0,0,2,2.197224577,0
6028,2000,Peten,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469,0
6029,2000,Peten,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1.386294361,0
6030,2000,Peten,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1.791759469,0
6031,2000,Peten,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1.791759469,0
6032,2000,Peten,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0
6033,2000,Peten,1,1,1,1,0,2,1,0,0,0,1,1,0,0,2.197224577,0
6034,2000,Peten,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0
6035,2000,Peten,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289,0
6036,2000,Peten,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0
6037,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0
6038,2000,Peten,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0
6039,2000,Peten,1,0,0,1,0,2,1,0,2,2,0,1,1,0,2.397895273,0
6040,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0
6041,2000,Peten,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0
6042,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
6043,2000,Peten,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.098612289,1
6044,2000,Peten,1,0,4,0,1,0,0,0,0,0,1,1,0,0,2.079441542,1
6045,2000,Peten,0,0,1,1,1,1,1,0,0,1,0,1,1,0,2.079441542,1
6046,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
6047,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
6048,2000,Peten,0,1,1,1,1,0,1,1,0,0,1,1,0,0,2.079441542,1
6049,2000,Peten,0,1,0,0,0,1,1,0,1,1,1,0,1,1,2.079441542,1
6050,2000,Peten,1,1,0,2,1,1,0,1,0,0,1,1,0,0,2.197224577,1
6051,2000,Peten,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,1
6052,2000,Peten,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
6053,2000,Peten,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,1
6054,2000,Peten,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1.386294361,1
6055,2000,Peten,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1.386294361,1
6056,2000,Peten,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
6057,2000,Peten,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1.791759469,1
6058,2000,Peten,0,1,0,0,2,0,1,2,1,0,0,1,1,0,2.197224577,1
6059,2000,Peten,1,0,1,0,0,2,2,0,0,0,1,1,0,0,2.079441542,1
6060,2000,Peten,0,0,1,0,1,0,0,2,2,0,0,0,1,1,2.079441542,1
6061,2000,Peten,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1.791759469,1
6062,2000,Peten,0,0,0,0,0,1,2,1,2,2,1,1,0,0,2.302585093,1
6063,2000,Peten,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.098612289,1
6064,2000,Peten,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,1
6065,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
6066,2000,Peten,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
6067,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
6068,2000,Peten,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
6069,2000,Peten,2,0,1,2,2,0,1,0,0,0,1,1,0,0,2.302585093,1
6070,2000,Peten,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,1
6071,2000,Peten,0,2,1,1,1,0,0,0,0,1,1,0,0,0,1.945910149,1
6072,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
6073,2000,Peten,0,2,1,1,2,1,0,1,2,0,1,1,0,0,2.48490665,1
6074,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
6075,2000,Peten,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289,1
6076,2000,Peten,1,0,0,2,1,1,0,1,0,0,1,1,0,0,2.079441542,1
6077,2000,Peten,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1.386294361,1
6078,2000,Peten,2,0,2,1,1,0,1,1,0,0,0,1,1,0,2.302585093,1
6079,2000,Peten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.098612289,1
6080,2000,Peten,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.386294361,1
6081,2000,Peten,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1
6082,2000,Peten,0,0,0,0,1,0,0,3,0,0,0,0,1,1,1.791759469,1
6083,2000,Peten,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1.791759469,1
6084,2000,Peten,0,0,0,0,0,1,0,0,1,2,0,1,1,0,1.791759469,1
6085,2000,Peten,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.098612289,1
6086,2000,Peten,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,1
6087,2000,Peten,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289,1
6088,2000,Peten,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912,1
6089,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6090,2000,Peten,1,0,1,2,0,1,2,0,1,0,1,1,0,0,2.302585093,1
6091,2000,Peten,0,0,1,1,0,1,2,0,1,0,0,1,1,0,2.079441542,1
6092,2000,Peten,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.791759469,1
6093,2000,Peten,1,1,0,2,0,1,0,0,0,1,1,0,0,0,1.945910149,1
6094,2000,Peten,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.098612289,1
6095,2000,Peten,1,0,0,1,2,0,1,0,0,0,0,1,1,0,1.945910149,1
6096,2000,Peten,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1.609437912,1
6097,2000,Peten,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361,1
6098,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
6099,2000,Peten,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
6100,2000,Peten,0,1,1,1,2,1,1,1,1,1,0,1,1,0,2.48490665,1
6101,2000,Peten,0,2,1,1,2,1,1,0,0,1,1,1,0,0,2.397895273,1
6102,2000,Peten,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1.945910149,1
6103,2000,Peten,0,0,0,2,0,2,2,0,0,1,1,0,0,0,2.079441542,1
6104,2000,Peten,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1.609437912,1
6105,2000,Peten,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1.945910149,0
6106,2000,Peten,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1.945910149,0
6107,2000,Peten,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,0
6108,2000,Peten,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1.791759469,0
6109,2000,Peten,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.386294361,0
6110,2000,Peten,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0
6111,2000,Peten,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1.791759469,0
6112,2000,Peten,0,0,0,0,0,2,0,0,3,0,0,0,1,1,1.945910149,0
6113,2000,Peten,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
6114,2000,Peten,0,1,0,0,2,0,0,3,0,0,1,1,0,0,2.079441542,0
6115,2000,Peten,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
6116,2000,Peten,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289,1
6117,2000,Peten,1,0,0,0,1,1,1,2,0,0,1,1,0,0,2.079441542,1
6118,2000,Peten,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289,1
6119,2000,Peten,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
6120,2000,Peten,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.386294361,1
6121,2000,Peten,1,1,1,1,0,1,1,0,0,0,1,1,0,0,2.079441542,1
6122,2000,Peten,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,1
6123,2000,Peten,1,0,2,1,1,0,0,0,1,1,0,0,0,0,1.945910149,1
6124,2000,Peten,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,1
6125,2000,Peten,0,0,1,0,0,1,1,0,2,1,0,0,1,1,2.079441542,1
6126,2000,Peten,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
6127,2000,Peten,1,1,0,2,0,2,0,0,0,1,1,0,0,0,2.079441542,1
6128,2000,Peten,0,2,2,2,0,0,0,0,1,1,0,0,0,0,2.079441542,1
6129,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
6130,2000,Peten,0,1,0,1,0,1,1,1,2,0,1,1,0,0,2.197224577,1
6131,2000,Peten,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
6132,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,1
6133,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
6134,2000,Peten,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1.791759469,1
6135,2000,Peten,2,0,1,0,0,0,1,0,2,1,0,0,0,1,2.079441542,1
6136,2000,Peten,2,0,2,0,0,2,1,0,0,1,1,1,0,0,2.302585093,1
6137,2000,Peten,0,1,0,2,2,1,1,0,0,0,1,1,0,0,2.197224577,1
6138,2000,Peten,1,0,1,1,0,1,2,0,0,1,1,1,0,0,2.197224577,1
6139,2000,Peten,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
6140,2000,Peten,0,1,0,0,1,1,1,0,2,0,0,1,1,0,2.079441542,1
6141,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
6142,2000,Peten,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1.609437912,1
